English,6919531
Cebuano,6116874
German,2965075
French,2650874
Swedish,2598475
Dutch,2173207
Russian,2013190
Spanish,1993410
Italian,1894012
Polish,1637730
Egyptian Arabic,1625679
Chinese,1453081
Japanese,1439134
Ukrainian,1355544
Vietnamese,1294405
Waray,1266607
Arabic,1246892
Portuguese,1139305
Persian,1021143
Catalan,764249
Indonesian,712003
Serbian,698219
Korean,691391
Norwegian,639491
Turkish,624847
